# franken-registry-v2
id	crate_pattern	scope	decision	owner	rationale	feature_policy	unsafe_policy	ffi_policy	status	build_script	proc_macro
DEP-134	sysinfo	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_component+default+disk+network+system+user	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-135	tempfile	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_default+getrandom	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-136	thiserror	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_default+std	ledgered_transitive_unaudited	no_foreign_engine_declared	active	enabled	absent
DEP-137	thiserror-impl	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_thiserror	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	enabled
DEP-138	tinyvec	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_unicode-normalization	resolved_alloc+default+tinyvec_macros	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-139	tinyvec_macros	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_tinyvec	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	absent
DEP-140	typenum	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_crypto-common	resolved_const-generics	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-141	unicode-ident	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_proc-macro2	resolved_none	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-142	unicode-normalization	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_default+std	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-143	universal-hash	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_poly1305	resolved_none	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-144	unty-next	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_bincode-next	resolved_none	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-145	version_check	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_generic-array	resolved_none	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-146	virtue-next	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_bincode_derive-next	resolved_none	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-147	wasi	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_getrandom	resolved_none	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-148	wasm-bindgen	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_default+std	proc_macro_transitive	no_foreign_engine_declared	active	disabled	absent
DEP-149	wasm-bindgen-futures	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_default+std	proc_macro_transitive	no_foreign_engine_declared	active	absent	absent
DEP-150	wasm-bindgen-macro	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_wasm-bindgen	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	disabled
DEP-151	wasm-bindgen-macro-support	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_wasm-bindgen-macro	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	absent
DEP-152	wasm-bindgen-shared	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_wasm-bindgen	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	disabled	absent
DEP-153	web-sys	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_BroadcastChannel+DomException+Event+EventTarget+IdbDatabase+IdbFactory+IdbObjectStore+IdbOpenDbRequest+IdbRequest+IdbTransaction+IdbTransactionMode+MessageChannel+MessageEvent+MessagePort+ReadableStream+ReadableStreamDefaultReader+Storage+Window+WorkerGlobalScope+WritableStream+WritableStreamDefaultWriter+default+std	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-154	winapi	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_ntapi	resolved_cfg+evntrace+in6addr+inaddr+minwinbase+ntsecapi+windef+winioctl	os_abi	os_abi_shim_no_foreign_engine	active	disabled	absent
DEP-155	winapi-i686-pc-windows-gnu	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_winapi	resolved_none	os_abi	os_abi_shim_no_foreign_engine	active	disabled	absent
DEP-156	winapi-x86_64-pc-windows-gnu	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_winapi	resolved_none	os_abi	os_abi_shim_no_foreign_engine	active	disabled	absent
DEP-157	windows	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_sysinfo	resolved_Wdk+Wdk_System+Wdk_System_SystemInformation+Wdk_System_SystemServices+Wdk_System_Threading+Win32+Win32_Foundation+Win32_NetworkManagement+Win32_NetworkManagement_IpHelper+Win32_NetworkManagement_Ndis+Win32_NetworkManagement_NetManagement+Win32_Networking+Win32_Networking_WinSock+Win32_Security+Win32_Security_Authentication+Win32_Security_Authentication_Identity+Win32_Security_Authorization+Win32_Storage+Win32_Storage_FileSystem+Win32_System+Win32_System_Com+Win32_System_Diagnostics+Win32_System_Diagnostics_Debug+Win32_System_Diagnostics_ToolHelp+Win32_System_IO+Win32_System_Ioctl+Win32_System_Kernel+Win32_System_Memory+Win32_System_Ole+Win32_System_Performance+Win32_System_Power+Win32_System_ProcessStatus+Win32_System_Registry+Win32_System_RemoteDesktop+Win32_System_Rpc+Win32_System_SystemInformation+Win32_System_SystemServices+Win32_System_Threading+Win32_System_Variant+Win32_System_WindowsProgramming+Win32_System_Wmi+Win32_UI+Win32_UI_Shell+default+std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-158	windows-collections	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows	resolved_std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-159	windows-core	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows	resolved_std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-160	windows-future	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows	resolved_std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-161	windows-implement	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows-core	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	disabled
DEP-162	windows-interface	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows-core	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	disabled
DEP-163	windows-link	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_parking_lot_core	resolved_none	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-164	windows-numerics	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows	resolved_std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-165	windows-result	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows-core	resolved_std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-166	windows-strings	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows-core	resolved_std	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-167	windows-sys	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_Wdk+Wdk_Foundation+Wdk_Storage+Wdk_Storage_FileSystem+Win32+Win32_Foundation+Win32_NetworkManagement+Win32_NetworkManagement_IpHelper+Win32_Networking+Win32_Networking_WinSock+Win32_Security+Win32_Storage+Win32_Storage_FileSystem+Win32_System+Win32_System_Diagnostics+Win32_System_Diagnostics_Debug+Win32_System_IO+Win32_System_JobObjects+Win32_System_LibraryLoader+Win32_System_Pipes+Win32_System_Threading+Win32_System_WindowsProgramming+default	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-168	windows-threading	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_windows-future	resolved_none	os_abi	os_abi_shim_no_foreign_engine	active	absent	absent
DEP-169	xattr	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_default+unsupported	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-170	zerocopy	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_ppv-lite86	resolved_simd	ledgered_transitive_unaudited	no_foreign_engine_declared	active	enabled	absent
DEP-171	zerocopy-derive	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_zerocopy	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	disabled
DEP-172	zeroize	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_asupersync	resolved_alloc+default+derive+zeroize_derive	ledgered_transitive_unaudited	no_foreign_engine_declared	active	absent	absent
DEP-173	zeroize_derive	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_zeroize	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	enabled
DEP-174	zmij	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_serde_json	resolved_none	ledgered_transitive_unaudited	no_foreign_engine_declared	active	enabled	absent
DEP-175	bubblewrap	conformance	external_tool	git-conformance	sandbox for the pinned upstream-Git differential oracle; never linked; never in production	not_linked	not_in_binary	external_process_test_only	active	not_applicable	not_applicable
DEP-176	advisory-lock	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-vfs	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-177	android_system_properties	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_iana-time-zone	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-178	argon2	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-pager	resolved_alloc+default+password-hash+rand	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-179	arrayvec	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_blake3	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-180	blake2	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_argon2	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-181	blake3	production	allow_transitive_admitted_fsqlite	storage	blake3_1.8.7_via_fsqlite-core;_default_x86-64_build_host-probes_a_C_compiler_and_assembles_native_objects;_FG-069a_forces_pure	resolved_default+pure+std	ledgered_transitive	host_assembled_native_default;_pure_rust_forced_workspace_override	active	enabled	absent
DEP-182	cc	production	allow_transitive_admitted_fsqlite	storage	cc_1.4.3_build_dependency_of_blake3_1.8.7;_invokes_the_host_C_toolchain_when_blake3_is_not_pure;_not_linked_after_forced_pure	resolved_none	ledgered_transitive	host_C_toolchain_driver_when_blake3_not_pure;_absent_after_forced_pure	active	absent	absent
DEP-183	chrono	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-func	resolved_alloc+clock+iana-time-zone+now+std+winapi+windows-link	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-184	constant_time_eq	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_blake3	resolved_std	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-185	core-foundation-sys	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_iana-time-zone	resolved_default+link	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-186	crc32c	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-mvcc	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	enabled	absent
DEP-187	crossbeam-deque	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-vdbe	resolved_default+std	ledgered_transitive	no_foreign_engine_declared	active	enabled	absent
DEP-188	crossbeam-epoch	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_crossbeam-deque	resolved_alloc+default+std	ledgered_transitive	no_foreign_engine_declared	active	enabled	absent
DEP-189	dashmap	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-pager	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-190	find-msvc-tools	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_cc	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-191	fsqlite	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_async-api+native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-192	fsqlite-ast	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_none	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-193	fsqlite-btree	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-194	fsqlite-core	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_diagnostic-pragmas+native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-195	fsqlite-error	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_none	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-196	fsqlite-func	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-btree	resolved_default	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-197	fsqlite-mvcc	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-198	fsqlite-observability	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_none	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-199	fsqlite-pager	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-btree	resolved_encryption+native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-200	fsqlite-parser	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_none	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-201	fsqlite-planner	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_decision-log-json+native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-202	fsqlite-types	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-203	fsqlite-vdbe	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-204	fsqlite-vfs	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_linux-asupersync-uring+native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-205	fsqlite-wal	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_native	must_match_sibling_contract	no_foreign_engine_declared	active	absent	absent
DEP-206	iana-time-zone	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_chrono	resolved_fallback	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-207	iana-time-zone-haiku	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_iana-time-zone	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	disabled	absent
DEP-208	io-uring	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-vfs	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	enabled	absent
DEP-209	lazy_static	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-210	lru	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-core	resolved_default+hashbrown	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-211	password-hash	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_argon2	resolved_alloc+default+rand_core	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-212	shlex	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_cc	resolved_default+std	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-213	simdutf8	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-types	resolved_default+std	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-214	tracing	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite	resolved_attributes+default+std+tracing-attributes	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-215	tracing-attributes	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_tracing	resolved_none	proc_macro_transitive	no_foreign_engine_declared	active	absent	enabled
DEP-216	tracing-core	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_tracing	resolved_once_cell+std	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-217	web-time	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-types	resolved_none	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-218	xxhash-rust	production	allow_transitive_admitted_fsqlite	storage	fsqlite_0.3.7_transitive_direct_parent_fsqlite-btree	resolved_xxh3	ledgered_transitive	no_foreign_engine_declared	active	absent	absent
DEP-219	serde_derive	production	allow_transitive_admitted_runtime	concurrency	asupersync_0.4.9_transitive_direct_parent_serde	resolved_default	proc_macro_transitive	no_foreign_engine_declared	active	absent	enabled
DEP-220	blake3-pure-override	workspace_feature_override	record_forced_pure_override	storage	FG-069a_GoldLotus_ruling_7613;_the_direct_fgit-authority-fsqlite_blake3_edge_unifies_pure_across_the_resolved_graph	resolved_default+pure+std	ledgered_transitive	pure_Rust_workspace_feature_override	implemented	not_applicable	not_applicable
